iid,gender,idg,partner,pid,match,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s
25,0,9,1,40,0,0.25,0.2,0.25,0.2,0.1,0,0,0.166666667,0.208333333,0.1875,0.1875,0.166666667,0.083333333,3,1,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.162790698,0.186046512,0.209302326,0.139534884,0.186046512,0.11627907,6,4,2,0,0,0,0,0,0
25,0,9,2,41,0,0.3,0.2,0.1,0.3,0,0.1,1,0.2,0.2,0.2,0.2,0.2,0,5,0,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.125,0.2,0.2,0.15,0.2,0.125,7,3,2,0,0,0,0,0,0
25,0,9,3,42,0,0.2,0.25,0.2,0.15,0.1,0.1,1,0.222222222,0.25,0.194444444,0.194444444,0.138888889,0,8,6,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.136363636,0.159090909,0.181818182,0.159090909,0.204545455,0.159090909,7,5,2,0,0,0,0,0,0
25,0,9,4,43,0,0.25,0.35,0.3,0.1,0,0,1,0.258064516,0.161290323,0.193548387,0.193548387,0.161290323,0.032258065,6,1,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.108108108,0.135135135,0.27027027,0.108108108,0.27027027,0.108108108,4,5,2,0,0,0,0,0,0
25,0,9,5,44,0,0.208333333,0.125,0.208333333,0.208333333,0.125,0.125,1,0.2,0.171428571,0.171428571,0.2,0.142857143,0.114285714,7,6,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.146341463,0.170731707,0.219512195,0.170731707,0.219512195,0.073170732,5,4,2,0,0,0,0,0,0
25,0,9,6,45,0,0.25,0.15,0.25,0.15,0,0.2,1,0.184210526,0.157894737,0.157894737,0.184210526,0.157894737,0.157894737,7,7,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.146341463,0.195121951,0.170731707,0.12195122,0.195121951,0.170731707,7,5,2,0,0,0,0,0,0
25,0,9,7,46,0,0.2,0.35,0.2,0.1,0.1,0.05,1,0.208333333,0.166666667,0.145833333,0.166666667,0.145833333,0.166666667,9.5,6,1,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.155555556,0.177777778,0.177777778,0.133333333,0.222222222,0.133333333,8,7,2,0,0,0,0,0,0
25,0,9,8,47,0,0.2,0.2,0.25,0.25,0.05,0.05,1,0.2,0.233333333,0.166666667,0.166666667,0.166666667,0.066666667,6,5,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.069767442,0.186046512,0.209302326,0.186046512,0.23255814,0.11627907,8,4,2,0,0,0,0,0,0
25,0,9,9,48,0,0.3,0.15,0.25,0.25,0.05,0,1,0.243243243,0.216216216,0.189189189,0.216216216,0,0.135135135,8,7,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.162790698,0.186046512,0.186046512,0.186046512,0.139534884,0.139534884,7,6,2,0,0,0,0,0,0
25,0,9,10,49,0,0.2,0.2,0.2,0.2,0.05,0.15,1,0.209302326,0.186046512,0.162790698,0.186046512,0.139534884,0.11627907,8,4,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.16,0.16,0.18,0.16,0.18,0.16,9,8,2,0,0,0,0,0,0
25,0,9,11,50,0,0.35,0.1,0.2,0.15,0.1,0.1,1,1,0,0,0,0,0,8,7,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.176470588,0.156862745,0.176470588,0.156862745,0.196078431,0.137254902,8,7,2,0,0,0,0,0,0
25,0,9,12,51,0,0.25,0.1,0.35,0.15,0,0.15,0,0.222222222,0.148148148,0.259259259,0.222222222,0.074074074,0.074074074,3,3,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.136363636,0.113636364,0.181818182,0.159090909,0.227272727,0.181818182,6,7,2,0,0,0,0,0,0
25,0,9,13,52,0,0.15,0.2,0.15,0.3,0.05,0.15,1,0.195121951,0.170731707,0.170731707,0.170731707,0.146341463,0.146341463,7,3,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.135135135,0.108108108,0.189189189,0.135135135,0.243243243,0.189189189,5,4,2,0,0,0,0,0,0
25,0,9,14,53,0,0.4,0.15,0.2,0.1,0.05,0.1,1,0.1875,0.166666667,0.166666667,0.166666667,0.166666667,0.145833333,8,8,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.159090909,0.181818182,0.204545455,0.159090909,0.181818182,0.113636364,7,7,2,0,0,0,0,0,0
25,0,9,15,54,0,0.4,0.2,0.2,0.2,0,0,1,0.170212766,0.191489362,0.191489362,0.191489362,0.14893617,0.106382979,7,5,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.119047619,0.19047619,0.19047619,0.142857143,0.214285714,0.142857143,6,7,2,0,0,0,0,0,0
25,0,9,16,55,0,0.2,0.25,0.25,0.1,0.1,0.1,1,0.153846154,0.173076923,0.153846154,0.192307692,0.173076923,0.153846154,9,6,2,25,11,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0.2,0.2,0.15,0.15,0.15,0.15,0.189189189,0.243243243,0.189189189,0.216216216,0.162162162,0,0.162790698,0.162790698,0.162790698,0.186046512,0.186046512,0.139534884,7,5,2,0,0,0,0,0,0
26,0,11,1,40,0,0.25,0.2,0.25,0.2,0.1,0,0,0.177777778,0.2,0.2,0.177777778,0.155555556,0.088888889,3,1,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.090909091,0.227272727,0.227272727,0.136363636,0.227272727,0.090909091,2,2,2,0,0,0,0,0,0
26,0,11,2,41,0,0.3,0.2,0.1,0.3,0,0.1,1,0.2,0.2,0.2,0.2,0.2,0,5,0,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.090909091,0.227272727,0.227272727,0.136363636,0.227272727,0.090909091,2,2,2,0,0,0,0,0,0
26,0,11,3,42,0,0.2,0.25,0.2,0.15,0.1,0.1,1,0.175,0.2,0.2,0.225,0.2,0,7,4,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.08,0.2,0.2,0.12,0.28,0.12,3,2,2,0,0,0,0,0,0
26,0,11,4,43,0,0.25,0.35,0.3,0.1,0,0,1,0.2,0.166666667,0.233333333,0.166666667,0.166666667,0.066666667,5,4,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.08,0.24,0.28,0.04,0.28,0.08,2,3,2,0,0,0,0,0,0
26,0,11,5,44,0,0.208333333,0.125,0.208333333,0.208333333,0.125,0.125,1,0.181818182,0.159090909,0.159090909,0.181818182,0.159090909,0.159090909,9,7,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.088235294,0.235294118,0.205882353,0.176470588,0.176470588,0.117647059,5,4,2,0,0,0,0,0,0
26,0,11,6,45,0,0.25,0.15,0.25,0.15,0,0.2,1,0.170731707,0.146341463,0.195121951,0.170731707,0.146341463,0.170731707,8,7,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.16,0.28,0.24,0.04,0.16,0.12,2,2,2,0,0,0,0,0,0
26,0,11,7,46,0,0.2,0.35,0.2,0.1,0.1,0.05,1,0.188679245,0.169811321,0.169811321,0.188679245,0.132075472,0.150943396,9.5,7,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.225806452,0.129032258,0.161290323,0.193548387,0.161290323,0.129032258,6,5,2,0,0,0,0,0,0
26,0,11,8,47,0,0.2,0.2,0.25,0.25,0.05,0.05,1,0.142857143,0.171428571,0.171428571,0.171428571,0.171428571,0.171428571,6,6,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.107142857,0.25,0.214285714,0.142857143,0.214285714,0.071428571,2,2,2,0,0,0,0,0,0
26,0,11,9,48,0,0.3,0.15,0.25,0.25,0.05,0,1,0.219512195,0.195121951,0.170731707,0.219512195,0,0.195121951,9,8,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.1875,0.15625,0.15625,0.21875,0.1875,0.09375,4,4,2,0,0,0,0,0,0
26,0,11,10,49,0,0.2,0.2,0.2,0.2,0.05,0.15,1,0.195652174,0.173913043,0.152173913,0.152173913,0.152173913,0.173913043,8,6,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.12195122,0.195121951,0.195121951,0.170731707,0.170731707,0.146341463,5,5,2,0,0,0,0,0,0
26,0,11,11,50,0,0.35,0.1,0.2,0.15,0.1,0.1,1,1,0,0,0,0,0,8,7,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.184210526,0.157894737,0.157894737,0.184210526,0.157894737,0.157894737,8,5,2,0,0,0,0,0,0
26,0,11,12,51,0,0.25,0.1,0.35,0.15,0,0.15,1,0.28,0.12,0.2,0.2,0.12,0.08,6,6,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.166666667,0.194444444,0.166666667,0.138888889,0.166666667,0.166666667,6,4,2,0,0,0,0,0,0
26,0,11,13,52,0,0.15,0.2,0.15,0.3,0.05,0.15,1,0.195121951,0.170731707,0.170731707,0.170731707,0.146341463,0.146341463,7,3,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.074074074,0.259259259,0.222222222,0.148148148,0.148148148,0.148148148,5,4,2,0,0,0,0,0,0
26,0,11,14,53,0,0.4,0.15,0.2,0.1,0.05,0.1,1,0.173076923,0.173076923,0.173076923,0.173076923,0.153846154,0.153846154,8,8,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.15,0.2,0.2,0.15,0.175,0.125,6,6,2,0,0,0,0,0,0
26,0,11,15,54,0,0.4,0.2,0.2,0.2,0,0,1,0.181818182,0.181818182,0.159090909,0.181818182,0.159090909,0.136363636,7,4,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.071428571,0.285714286,0.25,0.071428571,0.25,0.071428571,3,3,2,0,0,0,0,0,0
26,0,11,16,55,0,0.2,0.25,0.25,0.1,0.1,0.1,1,0.156862745,0.176470588,0.156862745,0.176470588,0.176470588,0.156862745,9,7,2,23,11,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0.2,0.2,0.2,0.15,0.15,0.1,0.179487179,0.205128205,0.205128205,0.205128205,0.205128205,0,0.176470588,0.176470588,0.176470588,0.176470588,0.176470588,0.117647059,6,5,2,0,0,0,0,0,0
27,0,13,1,40,0,0.25,0.2,0.25,0.2,0.1,0,0,0.209302326,0.186046512,0.139534884,0.186046512,0.162790698,0.11627907,5,2,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.076923077,0.230769231,0.230769231,0.230769231,0.230769231,0,3,3,2,1,0,0,0,0,0
27,0,13,2,41,0,0.3,0.2,0.1,0.3,0,0.1,1,0.2,0.2,0.2,0.2,0.2,0,8,0,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.071428571,0.428571429,0.285714286,0.142857143,0.071428571,0,2,1,2,1,0,0,0,0,0
27,0,13,3,42,0,0.2,0.25,0.2,0.15,0.1,0.1,1,0.19047619,0.214285714,0.19047619,0.214285714,0.19047619,0,9,6,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.05,0.2,0.3,0.1,0.3,0.05,2,2,2,1,0,0,0,0,0
27,0,13,4,43,0,0.25,0.35,0.3,0.1,0,0,1,0.212121212,0.181818182,0.151515152,0.212121212,0.090909091,0.151515152,6,2,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.037037037,0.222222222,0.259259259,0.222222222,0.148148148,0.111111111,2,3,1,1,0,0,0,0,0
27,0,13,5,44,0,0.208333333,0.125,0.208333333,0.208333333,0.125,0.125,1,0.219512195,0.170731707,0.170731707,0.170731707,0.146341463,0.12195122,7,6,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.076923077,0.230769231,0.307692308,0.153846154,0.153846154,0.076923077,1,4,2,1,0,0,0,0,0
27,0,13,6,45,0,0.25,0.15,0.25,0.15,0,0.2,1,0.181818182,0.181818182,0.159090909,0.181818182,0.136363636,0.159090909,8,7,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.12,0.24,0.24,0.16,0.2,0.04,1,2,2,1,0,0,0,0,0
27,0,13,7,46,1,0.2,0.35,0.2,0.1,0.1,0.05,1,0.183673469,0.163265306,0.163265306,0.163265306,0.142857143,0.183673469,9.5,7,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,1,0.228571429,0.2,0.171428571,0.171428571,0.114285714,0.114285714,6,5,2,1,0,0,0,0,0
27,0,13,8,47,0,0.2,0.2,0.25,0.25,0.05,0.05,1,0.212121212,0.151515152,0.181818182,0.181818182,0.121212121,0.151515152,7,6,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.045454545,0.181818182,0.227272727,0.181818182,0.181818182,0.181818182,3,5,2,1,0,0,0,0,0
27,0,13,9,48,0,0.3,0.15,0.25,0.25,0.05,0,1,0.235294118,0.235294118,0.147058824,0.176470588,0,0.205882353,7,6,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.125,0.1875,0.125,0.15625,0.1875,0.21875,3,1,2,1,0,0,0,0,0
27,0,13,10,49,0,0.2,0.2,0.2,0.2,0.05,0.15,1,0.216216216,0.216216216,0.189189189,0.189189189,0.189189189,0,7,5,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.166666667,0.208333333,0.166666667,0.208333333,0.25,0,2,3,2,1,0,0,0,0,0
27,0,13,11,50,1,0.35,0.1,0.2,0.15,0.1,0.1,1,0.380952381,0,0,0.333333333,0,0.285714286,8,7,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,1,0.166666667,0.138888889,0.166666667,0.194444444,0.222222222,0.111111111,4,4,2,1,0,0,0,0,0
27,0,13,12,51,0,0.25,0.1,0.35,0.15,0,0.15,1,0.258064516,0.129032258,0.129032258,0.225806452,0.161290323,0.096774194,6,2,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.055555556,0.111111111,0.333333333,0.055555556,0.333333333,0.111111111,2,3,2,1,0,0,0,0,0
27,0,13,13,52,0,0.15,0.2,0.15,0.3,0.05,0.15,1,0.195121951,0.170731707,0.170731707,0.146341463,0.146341463,0.170731707,7,3,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.055555556,0.166666667,0.388888889,0.055555556,0.222222222,0.111111111,1,3,2,1,0,0,0,0,0
27,0,13,14,53,0,0.4,0.15,0.2,0.1,0.05,0.1,1,0.170212766,0.170212766,0.170212766,0.170212766,0.170212766,0.14893617,8,8,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.193548387,0.129032258,0.258064516,0.096774194,0.258064516,0.064516129,3,3,2,1,0,0,0,0,0
27,0,13,15,54,0,0.4,0.2,0.2,0.2,0,0,1,0.18,0.18,0.16,0.18,0.16,0.14,8,5,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.083333333,0.166666667,0.291666667,0.125,0.25,0.083333333,1,2,2,1,0,0,0,0,0
27,0,13,16,55,0,0.2,0.25,0.25,0.1,0.1,0.1,1,0.169811321,0.150943396,0.169811321,0.188679245,0.169811321,0.150943396,10,7,2,22,3,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,0.17,0.1,0.18,0.2,0.25,0.1,0.181818182,0.181818182,0.212121212,0.212121212,0.212121212,0,0.178571429,0.214285714,0.214285714,0.142857143,0.107142857,0.142857143,4,1,2,1,0,0,0,0,0
28,0,15,1,40,0,0.25,0.2,0.25,0.2,0.1,0,0,0.195121951,0.195121951,0.170731707,0.195121951,0.170731707,0.073170732,6,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0.214285714,0.214285714,0.214285714,0.178571429,0.071428571,2,4,2,3,0,0,0,0,0
28,0,15,2,41,0,0.3,0.2,0.1,0.3,0,0.1,1,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,5,0,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.25,0.208333333,0.166666667,0.208333333,0.083333333,2,2,2,3,0,0,0,0,0
28,0,15,3,42,0,0.2,0.25,0.2,0.15,0.1,0.1,1,0.162790698,0.23255814,0.209302326,0.186046512,0.209302326,0,8,6,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0.15625,0.25,0.15625,0.25,0.09375,3,3,2,3,0,0,0,0,0
28,0,15,4,43,0,0.25,0.35,0.3,0.1,0,0,0,0.147058824,0.176470588,0.176470588,0.117647059,0.205882353,0.176470588,5,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.230769231,0.192307692,0.153846154,0.153846154,0.115384615,3,4.5,2,3,0,0,0,0,0
28,0,15,5,44,0,0.208333333,0.125,0.208333333,0.208333333,0.125,0.125,1,0.161290323,0.161290323,0.161290323,0.161290323,0.193548387,0.161290323,5,5,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.214285714,0.25,0.142857143,0.178571429,0.071428571,2,4,2,3,0,0,0,0,0
28,0,15,6,45,0,0.25,0.15,0.25,0.15,0,0.2,1,0.179487179,0.179487179,0.179487179,0.153846154,0.153846154,0.153846154,8,7,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.25,0.208333333,0.125,0.125,0.125,3,3,2,3,0,0,0,0,0
28,0,15,7,46,1,0.2,0.35,0.2,0.1,0.1,0.05,1,0.159090909,0.159090909,0.159090909,0.159090909,0.159090909,0.204545455,8,7,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0.155555556,0.177777778,0.177777778,0.177777778,0.111111111,0.2,7.5,6.5,2,3,0,0,0,0,0
28,0,15,8,47,0,0.2,0.2,0.25,0.25,0.05,0.05,1,0.142857143,0.171428571,0.2,0.142857143,0.2,0.142857143,7,6,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.214285714,0.214285714,0.178571429,0.142857143,0.107142857,2,5,2,3,0,0,0,0,0
28,0,15,9,48,0,0.3,0.15,0.25,0.25,0.05,0,0,0.21875,0.25,0.15625,0.1875,0.09375,0.09375,5,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.193548387,0.193548387,0.161290323,0.193548387,0.129032258,0.129032258,4,4,2,3,0,0,0,0,0
28,0,15,10,49,0,0.2,0.2,0.2,0.2,0.05,0.15,1,0.194444444,0.222222222,0.222222222,0.194444444,0.166666667,0,7,5,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.101694915,0.169491525,0.237288136,0.186440678,0.169491525,0.13559322,4,3,2,3,0,0,0,0,0
28,0,15,11,50,0,0.35,0.1,0.2,0.15,0.1,0.1,0,0.142857143,0.19047619,0.19047619,0.166666667,0.19047619,0.119047619,7,7,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.12195122,0.195121951,0.219512195,0.12195122,0.195121951,0.146341463,3,5,2,3,0,0,0,0,0
28,0,15,12,51,0,0.25,0.1,0.35,0.15,0,0.15,0,0.230769231,0.269230769,0.269230769,0.115384615,0.076923077,0.038461538,5,9,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0.161290323,0.14516129,0.193548387,0.129032258,0.177419355,0.193548387,4.5,4.5,2,3,0,0,0,0,0
28,0,15,13,52,0,0.15,0.2,0.15,0.3,0.05,0.15,0,0.147058824,0.176470588,0.205882353,0.147058824,0.176470588,0.147058824,5,3,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0
